Geneid,EBY_1,EBY_2,EBY_3,EBY-U_1,EBY-GNSR_1,EBY-GNSR_2,EBY-GNHR_1,EBY-GNHR_2,EBY-GNHR_3,EBY-GNUR_1,EBY-GNUR_2,EBY-GNUR_3,JGI_annotation,KEGG_annotation,Metabolic_Summary
jgi|Sacce1|104|YAR035C-A,0.0,0.0,0.0,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,no KO assigned | (RefSeq) uncharacterized protein,"Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 21
}
])"
jgi|Sacce1|1050|YDR030C,12.79,12.29,12.5,86.67,24.13,24.67,74.85,70.71,75.75,46.63,49.57,50.72,,K10570 DNA excision repair protein ERCC-8 | (RefSeq) RAD28; Rad28p,"Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 18
}
])"
jgi|Sacce1|1051|YDR031W,50.59,38.8,43.47,131.04,91.08,80.57,128.45,131.8,123.99,241.74,268.18,264.44,,"no KO assigned | (RefSeq) MIX14, MIC14; Mix14p","Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 15
}
])"
jgi|Sacce1|1052|YDR032C,250.28,220.75,228.51,596.7,376.55,331.58,694.84,557.49,581.71,609.78,659.07,676.97,,K03809 NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2] | (RefSeq) PST2; flavodoxin-like fold family protein,"The gene 'jgi|Sacce1|1052|YDR032C' encodes NAD(P)H dehydrogenase (quinone) and is involved in ubiquinone and other terpenoid-quinone biosynthesis, as well as broader metabolic pathways and cofactor metabolism."
jgi|Sacce1|1053|YDR033W,2970.58,3031.78,3281.55,320.45,2485.08,2497.43,154.72,206.84,158.18,764.26,970.35,839.91,,no KO assigned | (RefSeq) MRH1; Mrh1p,"The DNA Synthesis Program synthesizes genes, pathways, and even whole chromosomes to advance functional genomics and develop biofuels, biochemicals, and other bioenergy solutions, with a focus on areas like lignocellulose decomposition, CO2 fixation, and plant metabolite biosynthesis."
jgi|Sacce1|1054|YDR034C,64.43,64.64,67.11,164.75,92.08,89.0,132.73,155.39,149.46,67.2,70.83,66.94,,no KO assigned | (RefSeq) LYS14; Lys14p,"The text describes the JGI Metabolomics Program as focused on understanding the roles of small molecules (metabolites) in biological systems, integrating this data with genomics to study processes like nutrient cycling, plant-microbe interactions, and environmental responses, and identifying enzymatic transformations and metabolic pathways."
jgi|Sacce1|1055|YDR034C-A,0.14,0.2,0.0,2.96,2.03,1.19,2.81,3.62,0.55,2.39,3.67,2.08,,no KO assigned | (RefSeq) uncharacterized protein,"The text describes the JGI Metabolomics Program as focused on understanding the roles of small molecules (metabolites) in biological systems, integrating this data with genomics to study processes like nutrient cycling, plant-microbe interactions, and environmental responses, and identifying enzymatic transformations and metabolic pathways."
jgi|Sacce1|1056|YDR034W-B,8.35,5.32,6.13,127.26,36.57,26.28,220.72,237.05,234.82,146.91,162.62,198.95,,no KO assigned | (RefSeq) CPP3; cysteine-rich palmitoylated domain-containing protein CPP3,Skipped (Web scraping error: 403 Client Error: Forbidden for url: https://scholar.google.com/scholar?q=jgi%7CSacce1%7C1056%7CYDR034W-B+metabolic+synthesis+role&hl=en&as_sdt=0&as_vis=1&oi=scholart)
jgi|Sacce1|1057|YDR035W,428.49,424.03,427.46,1197.83,965.03,987.41,1237.92,1148.06,1094.42,367.4,383.91,401.06,,K01626 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54] | (RefSeq) ARO3; 3-deoxy-7-phosphoheptulonate synthase ARO3,"The gene 'jgi|Sacce1|1057|YDR035W' encodes 3-deoxy-7-phosphoheptulonate synthase and is part of the phenylalanine, tyrosine, and tryptophan biosynthesis pathway, specifically the shikimate pathway."
jgi|Sacce1|1058|YDR036C,36.77,34.92,36.97,61.46,35.21,32.91,42.03,38.77,50.32,119.02,102.35,114.71,Enoyl-CoA hydratase,"K05605 3-hydroxyisobutyryl-CoA hydrolase [EC:3.1.2.4] | (RefSeq) EHD3, mS47; mitochondrial 37S ribosomal protein EHD3","Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 24
}
])"
jgi|Sacce1|1059|YDR037W,788.01,829.73,781.48,310.33,876.22,923.58,294.66,219.42,268.22,198.63,255.31,178.95,Lysine--tRNA ligase,"K04567 lysyl-tRNA synthetase, class II [EC:6.1.1.6] | (RefSeq) KRS1, GCD5; lysine--tRNA ligase KRS1","Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 14
}
])"
jgi|Sacce1|105|YAR042W,15.61,19.13,15.05,43.28,21.57,21.51,43.7,44.04,41.66,40.82,37.24,38.23,,"K20456 oxysterol-binding protein 1 | (RefSeq) SWH1, OSH1, YAR044W; oxysterol-binding protein related protein SWH1",Oxysterol-binding protein-1 (OSBP1) regulates the processing and trafficking of the amyloid precursor protein (APP) and is involved in linking cholesterol metabolism with intracellular APP trafficking and Aβ production.
jgi|Sacce1|1060|YDR038C,7.23,7.76,6.89,3.7,5.43,5.33,5.57,5.29,4.71,4.49,4.75,3.64,In phosphorous-containing anhydrides,K01536 P-type Na+/K+ transporter [EC:7.2.2.3 7.2.2.-] | (RefSeq) ENA5; putative Na(+)-exporting P-type ATPase ENA5,"Skipped (Web scraping error: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')))"
jgi|Sacce1|1061|YDR039C,1.13,1.33,1.56,0.56,0.73,0.88,0.26,0.52,0.43,0.68,0.68,0.5,Sodium-exporting ATPase,K01536 P-type Na+/K+ transporter [EC:7.2.2.3 7.2.2.-] | (RefSeq) ENA2; Na(+)-exporting P-type ATPase ENA2,"Skipped (Web scraping error: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')))"
jgi|Sacce1|1062|YDR040C,10.13,11.54,11.14,26.12,8.06,8.02,33.96,30.18,44.57,20.66,17.59,18.98,In phosphorous-containing anhydrides,"K01536 P-type Na+/K+ transporter [EC:7.2.2.3 7.2.2.-] | (RefSeq) ENA1, HOR6, PMR2; Na(+)/Li(+)-exporting P-type ATPase ENA1",Skipped (No search results found)
jgi|Sacce1|1063|YDR041W,96.6,99.48,101.67,199.88,130.88,134.41,227.56,171.36,202.15,201.63,198.65,220.96,,"K02946 small subunit ribosomal protein S10 | (RefSeq) RSM10, uS10m; mitochondrial 37S ribosomal protein RSM10",No specific metabolic synthesis information found.
jgi|Sacce1|1064|YDR042C,7.42,9.46,8.75,0.76,6.11,6.19,0.75,1.16,0.96,2.6,1.83,1.05,,no KO assigned | (RefSeq) uncharacterized protein,"The text describes the JGI Metabolomics Program as focused on understanding the roles of small molecules (metabolites) in biological systems, linking them with genomic data to study processes like nutrient cycling, plant-microbe interactions, and environmental responses, and identifying enzymatic transformations and metabolic pathways."
jgi|Sacce1|1065|YDR043C,59.89,60.07,72.97,209.17,99.14,102.18,196.46,205.24,226.64,228.94,266.54,224.47,,no KO assigned | (RefSeq) NRG1; transcriptional regulator NRG1,"The text describes the JGI Metabolomics Program as focused on understanding the roles of small molecules (metabolites) in biological systems, integrating this data with genomics to study processes like nutrient cycling, plant-microbe interactions, and environmental responses, and identifying enzymatic transformations and metabolic pathways."
jgi|Sacce1|1066|YDR044W,56.78,54.96,61.46,53.97,52.39,50.33,49.6,46.69,41.77,78.15,72.16,65.87,Coproporphyrinogen oxidase,K00228 coproporphyrinogen III oxidase [EC:1.3.3.3] | (RefSeq) HEM13; coproporphyrinogen oxidase,"The gene 'jgi|Sacce1|1066|YDR044W' synthesizes coproporphyrinogen oxidase, an enzyme involved in porphyrin metabolism that converts coproporphyrinogen III to protoporphyrinogen-IX."
jgi|Sacce1|1067|YDR045C,202.42,193.53,199.03,41.52,154.6,168.26,55.03,53.95,50.5,111.93,127.94,109.76,DNA-directed RNA polymerase,K03019 DNA-directed RNA polymerase III subunit RPC11 | (RefSeq) RPC11; DNA-directed RNA polymerase III core subunit RPC11,"This gene, RPC11, contributes to DNA-directed RNA polymerase activity, specifically being involved in tRNA transcription and termination of transcription by RNA polymerase III, and is part of the RNA polymerase III complex."
jgi|Sacce1|1068|YDR046C,153.95,178.37,161.01,153.64,188.46,187.98,201.15,173.96,172.22,358.18,441.24,306.99,,"K16261 yeast amino acid transporter | (RefSeq) BAP3, PAP1; amino acid transporter BAP3","Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 17
}
])"
jgi|Sacce1|1069|YDR047W,160.58,160.46,159.51,35.44,133.86,132.93,36.6,32.3,32.35,165.7,198.12,137.19,Uroporphyrinogen decarboxylase,"K01599 uroporphyrinogen decarboxylase [EC:4.1.1.37] | (RefSeq) HEM12, HEM6; uroporphyrinogen decarboxylase HEM12","Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 15
}
])"
jgi|Sacce1|106|YAR047C,10.8,12.59,14.77,25.92,30.51,35.86,20.72,29.44,22.28,9.21,10.54,7.03,,,"Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 12
}
])"
jgi|Sacce1|1070|YDR048C,0.39,0.22,0.85,2.91,0.14,0.33,2.59,5.93,4.3,2.3,3.1,3.83,,,"The text describes the JGI Metabolomics Program as focused on understanding the roles of small molecules (metabolites) in biological systems, linking them with genomic data to study nutrient cycling, plant-microbe interactions, and environmental responses, and identifying enzymatic transformations and metabolic pathways."
jgi|Sacce1|1071|YDR049W,37.65,37.83,40.22,29.05,32.88,31.83,24.97,24.02,26.21,33.73,36.79,29.78,,K26089 ankyrin repeat and zinc finger domain-containing protein 1 | (RefSeq) VMS1; Vms1p,"The gene 'ANKZF1' plays an indispensable role in the mitochondrial response to cellular stress, impacting mitochondrial integrity and respiration when cells are stressed."
jgi|Sacce1|1072|YDR050C,6218.71,5782.84,6099.15,1659.2,6557.19,6275.9,2088.62,1815.9,1800.79,1876.76,2025.31,2058.76,Triosephosphate isomerase,K01803 triosephosphate isomerase (TIM) [EC:5.3.1.1] | (RefSeq) TPI1; triose-phosphate isomerase TPI1,"The gene 'jgi|Sacce1|1072|YDR050C' encodes triosephosphate isomerase (TIM), an enzyme involved in glycolysis, gluconeogenesis, fructose and mannose metabolism, the Calvin cycle, and several other carbon and amino acid metabolic pathways."
jgi|Sacce1|1073|YDR051C,77.64,76.19,79.57,141.01,91.5,91.48,151.27,135.63,132.14,144.39,149.7,143.12,,no KO assigned | (RefSeq) DET1; acid phosphatase DET1,"The text describes the JGI Metabolomics Program as focused on understanding the roles of small molecules (metabolites) in biological systems, integrating this data with genomics to study processes like nutrient cycling, plant-microbe interactions, and environmental responses, and identifying enzymatic transformations and metabolic pathways."
jgi|Sacce1|1074|YDR052C,58.19,59.39,64.88,32.5,46.09,50.05,27.43,30.58,30.94,30.63,33.61,28.23,,"K02309 regulatory subunit for Cdc7p protein kinase | (RefSeq) DBF4, DNA52, LSD7; protein serine/threonine kinase activating protein DBF4","The gene 'jgi|Sacce1|1074|YDR052C' (DBF4) is involved in DNA replication, protein phosphorylation, and cell cycle regulation, functioning as an activating protein for the DBF4 protein serine/threonine kinase and as part of the Dbf4-dependent protein kinase complex."
jgi|Sacce1|1075|YDR053W,0.81,0.44,0.39,0.33,0.34,0.8,0.57,0.29,0.24,0.61,1.31,1.06,,,"The DNA Synthesis Program synthesizes genes, pathways, and even whole chromosomes to advance functional genomics and develop biofuels, biochemicals, and other bioenergy solutions, with a focus on areas like lignocellulose decomposition, CO2 fixation, and plant metabolite biosynthesis."
jgi|Sacce1|1076|YDR054C,145.14,160.98,163.01,328.33,189.76,201.14,318.61,351.54,321.64,316.02,347.86,314.44,Ubiquitin--protein ligase,"K02207 ubiquitin-conjugating enzyme E2 R [EC:2.3.2.23] | (RefSeq) CDC34, DNA6, UBC3; SCF E2 ubiquitin-protein ligase catalytic subunit CDC34","Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 19
}
])"
jgi|Sacce1|1077|YDR055W,400.17,413.15,393.45,790.99,496.01,502.99,642.64,692.33,688.38,1153.14,1475.21,1283.32,,"no KO assigned | (RefSeq) PST1, HPF2; Pst1p","Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 16
}
])"
jgi|Sacce1|1078|YDR056C,169.64,153.87,164.8,179.06,179.91,169.43,185.75,169.6,163.05,270.82,272.71,286.03,,no KO assigned | (RefSeq) EMC10; Emc10p,"Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 14
}
])"
